job_id,job_title,company_name,location,work_details,skills,qualifications,about
3938871153,Database Administrator (Big Data Analytics),IBM,Jakarta Metropolitan Area,"On-site,Full-time","Big Data Analytics,Analytics,Big Data,Change Data Capture,Data Analytics,Data Migration,Data Mining,Database Administration,Database Design,Databases",,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your Role and Responsibilities In this role, you will be the Big Data Administrator (BDA) for 24/7 operation in one of SOE Banking. You will also responsible for monitoring, operation and development of tools such as ELK Stack, Graphana, Confluence, CDSW, SSIS, SSMS etc. Responsible for configuration infrastructure (server & network), OS configuration (Linux & Windows servers), Container Platform (OCP & Openshift). Requirements Has at least 2 years of experience as Technical Local Support / Big Data Analytics / or similar role Experienced handle Big Data Platform: Cloudera Data Platform (HBase, HDFS, CDSW, Hue, Impala, Hive), Confluent Kafka, Tableau, Atscale, Change Data Capture, ArcGIS, NIFI, Informatica Have knowledge of creating Python scripts to migrate data from Oracle, SQL Server, and MySql to big data Hive or Impala using CDSW. Required Technical and Professional Expertise As above Preferred Technical And Professional Expertise As above About Business Unit IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet. Your Life @ IBM In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better. Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background. Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do. Are you ready to be an IBMer? About IBM IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world. Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world. Location Statement For additional information about location requirements, please discuss with the recruiter following submission of your application. Being You @ IBM IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
3938871152,Database Administrator (Big Data Analytics),IBM,Jakarta Metropolitan Area,"On-site,Full-time","Big Data Analytics,Analytics,Big Data,Change Data Capture,Data Analytics,Data Migration,Data Mining,Database Administration,Database Design,Databases",,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your Role and Responsibilities In this role, you will be the Big Data Administrator (BDA) for 24/7 operation in one of SOE Banking. You will also responsible for monitoring, operation and development of tools such as ELK Stack, Graphana, Confluence, CDSW, SSIS, SSMS etc. Responsible for configuration infrastructure (server & network), OS configuration (Linux & Windows servers), Container Platform (OCP & Openshift). Requirements Has at least 2 years of experience as Technical Local Support / Big Data Analytics / or similar role Experienced handle Big Data Platform: Cloudera Data Platform (HBase, HDFS, CDSW, Hue, Impala, Hive), Confluent Kafka, Tableau, Atscale, Change Data Capture, ArcGIS, NIFI, Informatica Have knowledge of creating Python scripts to migrate data from Oracle, SQL Server, and MySql to big data Hive or Impala using CDSW. Required Technical and Professional Expertise As above Preferred Technical And Professional Expertise As above About Business Unit IBM Consulting is IBM’s consulting and global professional services business, with market leading capabilities in business and technology transformation. With deep expertise in many industries, we offer strategy, experience, technology, and operations services to many of the most innovative and valuable companies in the world. Our people are focused on accelerating our clients’ businesses through the power of collaboration. We believe in the power of technology responsibly used to help people, partners and the planet. Your Life @ IBM In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better. Being an IBMer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background. Our IBMers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. They are trusted to provide on-going feedback to help other IBMers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. The courage our IBMers have to make critical decisions everyday is essential to IBM becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do. Are you ready to be an IBMer? About IBM IBM’s greatest invention is the IBMer. We believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and AI strategy to life for our clients and partners around the world. Restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the Fortune 50 companies relying on the IBM Cloud to run their business. At IBM, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. Now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world. Location Statement For additional information about location requirements, please discuss with the recruiter following submission of your application. Being You @ IBM IBM is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
3977164975,Full Stack Engineer,NawaData,"Grogol Petamburan, Jakarta, Indonesia","On-site,Contract","ASP.NET,HTML,Software Development,Customer Experience Management,Forms,Model-View-Controller (MVC),SQL Server Integration Services (SSIS),SQL Server Reporting Services (SSRS),Stack,Unit Testing",,"- Bachelor's Degree from relevant major - Experienced at least 3 years as Software Engineer - Have experience in Designing and Developing Customer Facing Apps - Have Growth Mindset - Have Curiosity Mindset - Interested in building ever growing product - Have spirit for building the best quality apps - Have spirit for building the best performance apps - Able to build Unit Test for each Code - Have experience in ASP.Net Architecture - Familiar using ASP.Net, Javascript, HTML, Webforms, MVC, SQL Server, SSRS and SSIS - Have experience using DevOps in Development - Willing to work full WFO in Grogol, West Jakarta"
3946602789,Quality Assurance (QA) Engineer,Wings Group Indonesia (Sayap Mas Utama),"East Jakarta, Jakarta, Indonesia","On-site,Full-time,Entry level","Analytical Skills,Communication,Problem Solving,Quality Assurance,Quality Control,Quality Management,Software Testing,Test Automation,Test Planning,Test Scripts",,"Responsibilities Develop and execute comprehensive test plans, test cases, and test scripts based on project requirements. Conduct functional, integration, regression, and performance testing to ensure the quality and reliability of software applications. Identify, document, and track software defects using appropriate tools, and collaborate with development teams to facilitate resolution. Implement and maintain automated testing scripts to increase efficiency and test coverage. Configure and manage test environments to simulate real-world usage scenarios. Identify opportunities for process improvement within the quality assurance process and contribute to the enhancement of testing methodologies. Requirements Candidate must own at least Bachelor Degree in Technical Information / Information System or any major with a minimum GPA of 3.00 (on a scale of 4.00) Proven experience as a Quality Assurance Analyst or in a similar role, fresh graduates are welcome to apply Experience with both manual and automated testing methodologies. Familiarity with programming languages, such as Java, Python, or others, for scripting and automation. Excellent communication skills to convey testing status, issues, and recommendations to stakeholders. Having excellent analytical skill, fast learner, problem-solving skills, initiative, teamwork & excellent communication skill"
3953669404,Cloud Engineer,Medco E&P Indonesia,"Jakarta, Indonesia","On-site,Full-time,Mid-Senior level","Cloud Development,Cloud Management,Cloud Security","Bachelor's Degree,Accept a background check,Accept a drug test","JOB PURPOSE Cloud Engineer is responsible for managing and overseeing the end-to-end operations within a multi-cloud environment. Additionally, the Cloud Engineer need to possess the capability to manage on premise infrastructure that includes operating system, physical server, virtual server, storage solution, container, and network interconnection. ACCOUNTABILITY & DELIVERABLES Landing Zones Management: Design and manage landing zones for seamless multi-cloud integration. Best Practices Operation: Apply industry best practices to ensure efficient multi-cloud operations. SOPs Development: Create and maintain Standard Operating Procedures (SOPs) for cloud management. End-to-End Operations: Oversee the entire cloud lifecycle, from deployment to maintenance and optimization. Managing Microsoft Office 365: Managing M365 subscriptions, provisioning, usage, security and compliancy. Cloud Security Management: Managing Cloud Management Portal, Security Center, Key Vault, and Automation. Resource Management: Managing Cloud Resources that include Virtual Machine, Container, Storage, Virtual Network, Network Security Group, Application Security Group, Load Balancer, VPN Gateway, Application Gateway, Traffic Management, Intern, WAN Connection and other cloud infrastructure solutions. New Technology Enabler: Helping end-users with issues related to implementation of Data Architecture, Application Platform, Developer Services, Intelligent, Analytic & IoT, and other cloud solutions. REQUIREMENTS Minimum Formal Education Level: Bachelors or Master's Degree in Information Technology or other relevant discipline Working Experience: Minimum 3 years' experience as Cloud Engineer. Experienced in Linux and Windows Server. Certificate Holder: Have one certification of Microsoft Certified: Azure Solutions Architect Expert Google Certified Professional Data Engineer AWS Certified Solutions Architect"
3963904346,Database Support Analyst,IQVIA,"Jakarta, Indonesia","Hybrid,Full-time,Mid-Senior level","Analytical Skills,Database Tools,Databases,ETL Tools,Extract, Transform, Load (ETL),Help Desk Support,Problem Solving,Query Writing,Technical Support,Troubleshooting",,"Job Overview Under guidance, responsible for creating and maintaining the IQVIA database. Essential Functions • Assures the accuracy and timeliness of additions and modifications to the common master file through input from internal and external sources, while understanding the impact of the maintenance on all stakeholders. • Resolves assigned file code database exceptions through setup and/or maintenance within the file. • Ensures all maintenance performed conforms to rules and protocols. • Makes daily verification of maintenance performed, application of corrections as needed. • Makes decisions independently and assures that they follow the protocols. • Visually monitors data for any trends in the monthly and quarterly client information. • Maintains documentation of quality control procedures. Qualifications • Bachelor's Degree with at least two (2) years work related experience • Experienced using database tools and query language such as MS SQL, Oracle • Experienced using ETL tools such as MS SSIS • Proficiency in Windows applications (Excel, Word, Access, PowerPoint, etc.). • Good analytical and problem solving skills. • Good understanding of the pharmaceutical industry and diagnoses trends. • Ability to identify/eliminate repetitive problems and standardize the processes by using existing research tools and/ or help in developing new tools."
3973334265,Document Keeper - Internship,Somethinc - BeautyHaul,"Kembangan, Jakarta, Indonesia","On-site,Internship,Internship","Teamwork,Animal Husbandry,Communication,Microsoft Excel,WFO",,"About The Company Beautyhaul is one of the fastest-growing beauty companies in Indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail. Due to its exponential growth, the company has attracted investment from a reputable investor, Sequoia Capital. Our first brand ''Somethinc'' was founded in 2019, and is currently the #1 skincare brand in e-commerce & modern trade with >1M social media followers. Our second brand Glowinc is breaking the boundaries by offering genderless products at affordable prices. Our offline/online commerce Beautyhaul is the core for carrying multiple brands that we have directly to our customers. We are incubating more and more business models in our platform and aim to be a strong regional player in the beauty, within the South Asia region. Responsibilities: Filling Hard Copy Documents Create a Recap of Filling Documents Requirements: Fresh graduate or final year student in any major Proficiency in Microsoft Excel Perfectionist & detailed person Can join as soon as possible Willing to WFO"
3956392038,Estate Assistant Trainee,Asian Agri,"Riau, Indonesia","On-site,Full-time","Organization Skills,Agriculture,Communication,Interpersonal Communication,Interpersonal Skills,Microsoft Outlook,On the Job Training,Problem Solving,Writing",,"Grow your career with us You are on a journey to join an exciting Company and be part of our success story to improve lives by developing resources sustainably. Here we offer you an exciting and dynamic work environment and will equip you with the know-how that will stretch and enhance your career journey. Role Summary: Trainees work under the supervision of an experienced manager or team leader who are responsible for their on the job training and learning. They receive basic training in a variety of identified areas by the managers. Responsibilities: You are on a journey to join an exciting Company and be part of our success story. Here we will equip you with the know-how and experience that will define your growth. In this role that you are about to embark on, you are required to carry out the following responsibilities: Engage in 6 months training at Training Centre, Riau Requirements: To be successful in this role, it is recommended that you should have the following skills and qualifications: Minimum S1 degree holder in Agriculture Willing to relocate to the job location When you send us your resume and personal details, it is deemed you have provided your consent to us retaining your information in our talent recruitment database. All information provided will only be used for the recruitment process. RGE will only collect, use, process or disclose personal information where and when allowed to under applicable laws. Only shortlisted candidates will be contacted for an interview. We endeavour to respond to every applicant. However, if you do not receive a response from us within 60 days, please consider your application for this position unsuccessful. We may contact you in the future for any opportunities that match your qualifications and experience. Thank you for considering a career with RGE."
3964279696,Project Manager (initial 12 months contract),Ciena,Indonesia,"Remote,Contract,Mid-Senior level","Project Management,Business Process Management,Communication,Coordination Skills,Critical Thinking,Decisiveness,Presales,Project Implementation,Project Management Software,Request for Proposal (RFP)",,"Ciena is committed to our people-first philosophy. Our teams enjoy a culture focused on prioritizing a personalized and flexible work environment that empowers an individual’s passions, growth, wellbeing and belonging. We’re a technology company that leads with our humanity—driving our business priorities alongside meaningful social, community, and societal impact. Not ready to apply? Join our Talent Community to get relevant job alerts straight to your inbox. Responsibilities Full Account Level management responsibilities of the Services Project Management team responsible for the successful implementation of customer projects, with high complexity, within a Customer network. Ensure Service target margins are achieved, contributing to accurate revenue recognition, ensuring committed schedules and deliverables are met, and that projects meet Customer’s expectations for quality and service. Analyze project proposals to determine time frame, funding limitations and appropriate process for accomplishing projects. Identify and schedule project deliverables, milestones, and required activities and tasks. Provide leadership and motivation to project team members throughout the project life cycle and confer with project staff to outline work plan. Establish work plan and staffing for project activities, iterations or phases, and arrange for recruitment or assignment of project personnel. Implement project Communication plan. Document and communicate project status, obstacles and resolutions to management. Perform risk assessment and implement mitigation plans. Services Project Manager may support pre-sales activities, providing project management subject matter expertise and contributing to Customer proposals and RFP responses, as required. Interface across Ciena teams and Customer operations teams, Sales, Bid Management, Service Delivery Groups, and Finance to ensure project deliverables and financial targets are met. May be required to contribute to process management optimization efforts associated with project management Preferred Qualifications Critical Thinking / Analysis- Analyzes Multi-dimensional problems; gathers information over extended periods of time and applies complex concepts to generate possible solutions. Judgment - Makes Complex decisions/Judgment taking into account multiple alternatives. Decisiveness - Delivers decisions in the face of competing alternatives Outstanding planning, scheduling, and coordination skills Breadth of technology, Services and business acumen. Strong business judgment and ability to think through complex business issues. Works collaboratively in matrix environment, with many stakeholders Results oriented, Collaborator and Accountable Outstanding verbal and written communications. Must have proficiency with Project Management tools Minimum Qualifications Bachelor’s degree in Telecom/Computer Networking Engineering or related field More than three years working experience in project management Experience in managing project of Optical and/or Packet transport network is advantage PMP Certified is advantage Experience having worked in matrix organization that includes demonstrating strong influencing and collaborative skills across multiple teams Not ready to apply? Join our Talent Community to get relevant job alerts straight to your inbox. At Ciena, we are committed to building and fostering an environment in which our employees feel respected, valued, and heard. Ciena values the diversity of its workforce and respects its employees as individuals. We do not tolerate any form of discrimination. Ciena is an Equal Opportunity Employer, including disability and protected veteran status. If contacted in relation to a job opportunity, please advise Ciena of any accommodation measures you may require."
3944435459,Onsite Junior Web Developer,NIEC Indonesia,"Denpasar, Bali, Indonesia","On-site,Full-time","Back-End Web Development,Laravel,React.js,Technical Support","Accept a background check,Working in an onsite setting,1+ years of work experience with Laravel","Job Description : 1. Berpengalaman di bidang Front & Backend web development 2. Berpengalaman dalam programman PHP Laravel, PHP Native, dan Plug -in, React JS 3. Experience with front-end frameworks/libraries such as Angular or React 4. Having experience in database implementation using SQL database 5. Knowledge of RESTful API design and implementation. 6. Experience with version control systems (e.g., Git) 7. Memiliki pengalaman tentang ubuntu server (lebih baik) 8. Memiliki Laptop Pribadi 9. Problem Solving 10. Berkomunikasi dengan baik 11. mampu bekerja sama secara induvidu/tim Job Type: Contract (12 Month) Onsite work (WFO)"
3902967933,"TikTok Shop Country Lead, Shopping Center (Indonesia)",TikTok,"Jakarta, Jakarta, Indonesia",Full-time,"Business Strategy,Communication,English,Investment Banking,Management Consulting,Problem Solving,Strategy,Strategy Building,Structured Thinking,Venture Capital",,"Responsibilities About Us TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo Why Join Us Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible. Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day. To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always. At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve. Join us. Part of the Global E-commerce team, we are looking for business leaders to drive the growth for TikTok Shop’s newest e-commerce feature - TikTok Shop Shopping Center. TikTok Shop Shopping Center serves as a central hub where users can easily discover promotions (campaigns & flash sale), a wider product assortment from across our TikTok Shop merchants recommended through shoppable content (in-feed video, product showcase and LIVEs) as well as manage their orders all natively within one tab. Responsibilities: - Country P&L owner of the TikTok Shop Shopping Center business, is fully responsible for defining country strategy, growing the GMV while optimizing platform operation efficiency, growing share of wallet in consumer end and share of revenue in seller end sustainably - Define the platform's value proposition to consumers and sellers in the local context, and localize the platform in view of market demands and competition - Build up the country organization, scale it up as business grows and lead the team to drive various business growth engines, with cross categories and functions collaboration - Assortment Growth: define seller segmentation and tiering, formulate seller acquisition incentive packages, and drive supply side assortment growth on the platform in collaboration with categories - Buyer Retention: define buyer acquisition and retention strategy for the platform, partner with UG to grow traffic into the platform, with selected product assortment and promotion mechanism to convert, grow revisit and repurchase - Platform Efficiency: manage and optimize channels within the platform, both on a day-to-day basis, as well as during mega campaigns, optimize the demand and supply matching efficiency, grow GMV and improve unit economics - Partner with regional product & tech teams across domains to create scalable processes with technology as backbone Qualifications Minimum Qualifications - Proficiency in English is required. - Outstanding degree from a top university with proven track record. - Past leadership experience in Internet tech startup market launcher, eCommerce platform strategy & operation, management consulting, corporate business strategy, investment banking and venture capital. Preferred Qualifications - Experience managing complex strategic and operational initiatives for large organizations and ability to solve strategic and operational problem - A natural leader, demonstrates a team-oriented and collaborative approach, taking ownership of results while influencing teams of cross functions and cross product domains to collaborate towards a common goal of business growth - An adventurer by heart, with startup spirit and co-founder mentality. Have an entrepreneurial mindset with a keen interest in a start-ups and technology displayed through deep knowledge and previous new business / venture / strategy building experience - Structured thinking, hypothesis driven. Have a high degree of comfort with numbers and the capability to draw decisions based on both intuition and data - A versatile learner with the ability to thrive in ambiguous situations. A resoureful problem solver, able to work effectively in an independent, structured and goal-oriented manner - Outstanding communication skill both verbally and in written to articulate a business strategy and resource requirement, and strong listening skills -Additional language skill in Mandarin or Southeast Asian local language is a plus as the incumbent will be working closely with external stakeholders across Asia TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
3976582801,"Data Center Engineering Ops Engineer, DC Communities",Amazon Web Services (AWS),Jakarta Metropolitan Area,Full-time,"Benchmarking,Communication,Critical Infrastructure,HVAC,Key Performance Indicators,Reliability,Service Levels,Service-Level Agreements (SLA),Uptime,Voltage",,"Description AWS Infrastructure Services owns the design, planning, delivery, and operation of all AWS global infrastructure. In other words, we’re the people who keep the cloud running. We support all AWS data centers and all of the servers, storage, networking, power, and cooling equipment that ensure our customers have continual access to the innovation they rely on. We work on the most challenging problems, with thousands of variables impacting the supply chain — and we’re looking for talented people who want to help. You’ll join a diverse team of software, hardware, and network engineers, supply chain specialists, security experts, operations managers, and other vital roles. You’ll collaborate with people across AWS to help us deliver the highest standards for safety and security while providing seemingly infinite capacity at the lowest possible cost for our customers. And you’ll experience an inclusive culture that welcomes bold ideas and empowers you to own them to completion. The Infrastructure Operations (Data Center) Team is the backbone of AWS, supporting the rapidly growing AWS business and customers 24/7. We are committed to maintain the physical infrastructure of AWS, ensuring the standards for operational performance in the areas of safety, security, availability, productivity, capacity, efficiency, and cost. We are looking for a Data Center Engineering Operations (DCEO) Engineer with experience in critical facilities management, and a result-driven individual with strong technical understanding and the drive and vision to take our data center engineering operations to the next level. The DCEO Engineer is responsible for engineering operations including risk management and mitigation, planning, implementation of corrective and preventative maintenance for critical infrastructure and vendor management within our AWS Data Center environment. They are responsible for day-to-day operational excellence, maintenance of the critical infrastructure, supervising specialist vendors, acting as first responders to incidents, and becoming subject matter experts for the facility. Key job responsibilities The Data Center Engineering Operation Engineer is responsible for ensuring that all electrical, mechanical, and fire/life safety equipment within the data center is operating within contract parameters within facilities. Act as the site primary POC for internal and external stakeholders involving communication and relationship management. Meet daily hours of operations, on call requirements and response during rotations. Manage minor and major planned and unplanned site works for critical infrastructure, with a solid understanding of the works involved, risks, mitigation and seeking approvals within relevant SLA’s as required. Responsible for the on-site management of contractors, sub-contractors and vendors, ensuring that all work performed is in accordance with established practices, procedures & local legislation. Establish performance benchmarks, conduct analysis, and prepare reports on all aspects of the data center facility infrastructure operations and maintenance. Generate change management requests & incident management tickets for DCEO activities. Work with DCO managers (IT), Networking, Logistics, Safety, Security and other business leaders and operating partners to coordinate projects, manage capacity, and optimize plant safety, performance, reliability, sustainability and efficiency. Establish documentation relevant to technical support of business & facility operations. Drive & implement projects to increase current facility capacity, efficiency, sustainability & reliability. Assist in recruiting efforts. Support operating partners in the resolution of any infrastructure engineering issue A day in the life Troubleshoot facility and rack-level events within internal Service Level Agreements (SLA). Perform rack installs, rack decommissioning, and facility management. Provide operational readings and key performance indicators to make sure uptime is maintained Responsible for the on-site management of contractors, sub-contractors and vendors, ensuring that all work performed is in accordance with established practices, procedures & local legislation. Performance and oversight of maintenance and operations on all electrical, mechanical, and fire/life safety equipment within the data center. Work schedule changes depending on specific site needs. Shifts can be up to 12-hours and may rotate on a predefined schedule. Some locations have on-call rotations. About The Team ABOUT AWS: Diverse Experiences Amazon values diverse experiences. Even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying. Why AWS Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses. Work/Life Balance We value work-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve in the cloud. Inclusive Team Culture Here at AWS, it’s in our nature to learn and be curious. Our employee-led affinity groups foster a culture of inclusion that empower us to be proud of our differences. Ongoing events and learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences, inspire us to never stop embracing our uniqueness. Mentorship and Career Growth We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge-sharing, mentorship and other career-advancing resources here to help you develop into a better-rounded professional. Basic Qualifications 4+ years of relevant work experience in maintaining electrical, mechanical, HVAC, fire systems experience in a data center or critical space facility Ability to participate in a 24 x 7 rotating shift roster. Understanding of the electrical and mechanical systems used in a data center environment, including but not limited to DRUPS, Transformers, Generators, Switchgear, UPS systems, ATS/STS units, PDUs, Chillers, AHUs and CRAC units. Preferred Qualifications Experience in management of vendors/contractors performing construction, maintenance and upgrading works in large-scale critical environment. Advanced electrical or mechanical certifications (Bachelor's degree or higher in a relevant engineering discipline is also acceptable). Fundamental knowledge of network design and layout (copper / fiber) as well as low / high voltage (copper/ fiber) cabling, BMS Systems, Monitoring and alarming systems Respond to out of hours emergency calls – second level escalation point for Data Center facilities related issues/failures Company - PT Amazon Data Services Indonesia Job ID: A2698761"
3797315783,TikTok Shop - Marketing & Partnership (Indonesia),TikTok,"Jakarta, Jakarta, Indonesia",Full-time,"Content Planning,Digital Marketing,E-Commerce,Email Marketing,External Communications,Internal and External Communications,Market Planning,Marketing Campaigns,Search Engine Optimization (SEO),Writing",,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us Creation is the core of TikTok's purpose. Our platform is built to help imaginations thrive. This is doubly true of the teams that make TikTok possible. Together, we inspire creativity and bring joy - a mission we all believe in and aim towards achieving every day. To us, every challenge, no matter how difficult, is an opportunity; to learn, to innovate, and to grow as one team. Status quo? Never. Courage? Always. At TikTok, we create together and grow together. That's how we drive impact - for ourselves, our company, and the communities we serve. Join us. The integrated marketing team crafts and executes integrated marketing and communications & campaign strategies that resonate with our diverse audience across SEA. The team builds brand awareness, drive user engagement, and enhance the overall shopping experience. Whether it's launching innovative marketing campaigns, optimizing user interfaces, or crafting compelling narratives, the team's contributions are essential to TikTokShop's success in SEA. In this role you will create and develop marketing campaigns to capture the attention of our target audiences and manage multiple projects simultaneously while maintaining relationship with both internal and external stakeholders. Roles & Responsibilities: - Creativity: should be able to think creatively to develop innovative marketing campaigns that capture the attention of the target audience, customer-focused and understand the needs and preferences of B2B target audience (TikTok Shop Seller, Creator, and Agencies) - Project management: must be able to manage multiple projects simultaneously, including creating timelines, managing budgets, and coordinating with team members and vendors. - Keep good internal and external communication skills: should have strong communication skills to effectively convey marketing plans and strategies to both internal and external stakeholders, have the ability to collaborate with external agencies and partners - Regular analysis and CRM: be able to analyze data and metrics to measure the success of marketing campaigns and make informed decisions about future marketing initiatives; have a deep understanding of customer relationship management systems and be able to use data to analyze customer behavior and preferences - Digital marketing skills: should have experience with digital marketing, including social media, email marketing, and SEO, staying up-to-date with the latest marketing trends and best practices - Addition: be familiar with campaign packages and sponsorship Qualifications - Minimum Bachelor's Degree or above - 4-6 years of experience in e-commerce - Proficient in English and local Indonesian language - Excellent writing skills, planning, copywriting, live content planning or editing work experience or large company marketing planning experience - Keen on understanding and willing to accept new things, have a wide range of interests, and are sensitive to hot topics and news hotspots - Strong executive ability, communication ability and pressure resistance, can quickly get the results - Excellent communication and resource integration skills TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too."
